Id,Label,Domain,Phylum,Class,Order,Family,Genus,OTU.rep,SILVA138_updated_classification,Name,Ecologically_relevant_classification,Ecologically_relevant_classification_aggregated,Ecologically_relevant_classification_aggregated_notes
1765,OTU1765,Bacteria,Cyanobacteria,Chloroplast,,,,AY702176.1.1422,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
788,OTU788,Bacteria,Cyanobacteria,Chloroplast,,,,CR954199.69730.71299,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
5096,OTU5096,Bacteria,Cyanobacteria,Chloroplast,,,,EF508371.19577.21067,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1605,OTU1605,Bacteria,Cyanobacteria,Chloroplast,,,,EF573851.1.1447,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
2081,OTU2081,Bacteria,Cyanobacteria,Chloroplast,,,,EF574288.1.1436,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
612,OTU612,Bacteria,Cyanobacteria,Chloroplast,,,,EF574674.1.1443,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1675,OTU1675,Bacteria,Cyanobacteria,Chloroplast,,,,EF575192.1.1449,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
2132,OTU2132,Bacteria,Cyanobacteria,Chloroplast,,,,EU005678.1.1414,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1150,OTU1150,Bacteria,Cyanobacteria,Chloroplast,,,,EU259787.1.1453,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
794,OTU794,Bacteria,Cyanobacteria,Chloroplast,,,,EU268117.1.1452,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1162,OTU1162,Bacteria,Cyanobacteria,Chloroplast,,,,EU394562.1.1447,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
567,OTU567,Bacteria,Cyanobacteria,Chloroplast,,,,EU592338.1.1399,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
2949,OTU2949,Bacteria,Cyanobacteria,Chloroplast,,,,EU799354.1.1454,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
3736,OTU3736,Bacteria,Cyanobacteria,Chloroplast,,,,EU799970.1.1467,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
2363,OTU2363,Bacteria,Cyanobacteria,Chloroplast,,,,FJ456816.1.1475,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
2718,OTU2718,Bacteria,Cyanobacteria,Chloroplast,,,,FJ612150.1.1429,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1658,OTU1658,Bacteria,Cyanobacteria,Chloroplast,,,,FJ612433.1.1395,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1324,OTU1324,Bacteria,Cyanobacteria,Chloroplast,,,,FJ826247.1.1220,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
2340,OTU2340,Bacteria,Cyanobacteria,Chloroplast,,,,FJ826251.1.1219,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1489,OTU1489,Bacteria,Cyanobacteria,Chloroplast,,,,FJ826265.1.1219,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1266,OTU1266,Bacteria,Cyanobacteria,Chloroplast,,,,FJ826491.1.1449,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
2580,OTU2580,Bacteria,Cyanobacteria,Chloroplast,,,,FN563089.1.1468,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1176,OTU1176,Bacteria,Cyanobacteria,Chloroplast,,,,FR684736.1.1469,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1048,OTU1048,Bacteria,Cyanobacteria,Chloroplast,,,,GQ231541.1.1478,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
2045,OTU2045,Bacteria,Cyanobacteria,Chloroplast,,,,GQ348575.1.1324,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
894,OTU894,Bacteria,Cyanobacteria,Chloroplast,,,,GU061833.1.1462,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1797,OTU1797,Bacteria,Cyanobacteria,Chloroplast,,,,GU940969.1.1355,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
2410,OTU2410,Bacteria,Cyanobacteria,Chloroplast,,,,GU941076.1.1291,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
978,OTU978,Bacteria,Cyanobacteria,Chloroplast,,,,HM057721.1.1451,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1325,OTU1325,Bacteria,Cyanobacteria,Chloroplast,,,,HM565910.2287.3749,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
835,OTU835,Bacteria,Cyanobacteria,Chloroplast,,,,HM565911.2962.4423,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
462,OTU462,Bacteria,Cyanobacteria,Chloroplast,,,,HQ242617.1.1454,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
934,OTU934,Bacteria,Cyanobacteria,Chloroplast,,,,HQ242621.1.1446,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1951,OTU1951,Bacteria,Cyanobacteria,Chloroplast,,,,HQ242623.1.1439,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
203,OTU203,Bacteria,Cyanobacteria,Chloroplast,,,,HQ671756.1.1446,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
859,OTU859,Bacteria,Cyanobacteria,Chloroplast,,,,HQ671790.1.1439,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
98,OTU98,Bacteria,Cyanobacteria,Chloroplast,,,,HQ671891.1.1439,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
648,OTU648,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672013.1.1445,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
317,OTU317,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672023.1.1447,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1690,OTU1690,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672103.1.1445,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
785,OTU785,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672108.1.1451,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1669,OTU1669,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672204.1.1459,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1258,OTU1258,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672210.1.1440,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1586,OTU1586,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672216.1.1434,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
283,OTU283,Bacteria,Cyanobacteria,Chloroplast,,,,JN166197.1.1454,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
2742,OTU2742,Bacteria,Cyanobacteria,Chloroplast,,,,JN625666.1.1390,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
2717,OTU2717,Bacteria,Cyanobacteria,Chloroplast,,,,JX537830.1.1321,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
3479,OTU3479,Bacteria,Cyanobacteria,Chloroplast,,,,U70724.1.1482,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1562,OTU1562,Bacteria,Cyanobacteria,Chloroplast,,,,X90641.1.1495,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
160,OTU160,Bacteria,Cyanobacteria,Chloroplast,,,,EF574484.1.1444,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
370,OTU370,Bacteria,Cyanobacteria,Chloroplast,,,,AY663945.1.1231,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
583,OTU583,Bacteria,Cyanobacteria,Chloroplast,,,,EF574673.1.1448,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
71,OTU71,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672001.1.1446,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
586,OTU586,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672070.1.1444,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
223,OTU223,Bacteria,Cyanobacteria,Chloroplast,,,,HQ671819.1.1446,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
258,OTU258,Bacteria,Cyanobacteria,Chloroplast,,,,HQ671921.1.1443,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
453,OTU453,Bacteria,Cyanobacteria,Chloroplast,,,,EF574684.1.1421,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
905,OTU905,Bacteria,Cyanobacteria,Chloroplast,,,,FR683981.1.1460,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1395,OTU1395,Bacteria,Cyanobacteria,Chloroplast,,,,FJ744842.1.1329,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1800,OTU1800,Bacteria,Cyanobacteria,Chloroplast,,,,FJ745161.1.1323,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1185,OTU1185,Bacteria,Cyanobacteria,Chloroplast,,,,AY663909.1.1257,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
991,OTU991,Bacteria,Cyanobacteria,Chloroplast,,,,EF574575.1.1450,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
2266,OTU2266,Bacteria,Cyanobacteria,Chloroplast,,,,GU940745.1.1323,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1103,OTU1103,Bacteria,Cyanobacteria,Chloroplast,,,,HQ671986.1.1448,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
875,OTU875,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672170.1.1447,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1166,OTU1166,Bacteria,Cyanobacteria,Chloroplast,,,,EF574811.1.1451,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1280,OTU1280,Bacteria,Cyanobacteria,Chloroplast,,,,HQ671933.1.1447,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1124,OTU1124,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672062.1.1463,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
2067,OTU2067,Bacteria,Cyanobacteria,Chloroplast,,,,AY664169.1.1279,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
499,OTU499,Bacteria,Cyanobacteria,Chloroplast,,,,EU237456.1.1310,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
468,OTU468,Bacteria,Cyanobacteria,Chloroplast,,,,JN117275.38398.39880,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
761,OTU761,Bacteria,Cyanobacteria,Chloroplast,,,,GU235602.1.1346,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
1397,OTU1397,Bacteria,Cyanobacteria,Chloroplast,,,,EU268108.1.1451,,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
3470,OTU3470,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,HQ696463.1.1494,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Caminicellaceae;Paramaledivibacter;,g_Clostridium,Paramaledivibacter (Clostridia),Clostridia,
4701,OTU4701,Bacteria,Candidate division OD1,,,,,AACY020292957.227.1544,Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria;,p_Candidate division OD1,Kaiserbacteria (Patescibacteria),CPR bacteria,Candidate Phyla Radiation
3029,OTU3029,Bacteria,Candidate division OD1,,,,,AB193914.1.1558,,p_Candidate division OD1,Kaiserbacteria (Patescibacteria),CPR bacteria,Candidate Phyla Radiation
1737,OTU1737,Bacteria,Cyanobacteria,ML635J-21,,,,FJ155017.1.1491,Bacteria;Margulisbacteria;,c_ML635J-21,Margulisbacteria,Cyanobacteria-other,
3993,OTU3993,Bacteria,Cyanobacteria,ML635J-21,,,,FJ826302.1.1489,,c_ML635J-21,ML635J-21 (Cyanobacteria),Cyanobacteria-other,
1078,OTU1078,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,,DQ269094.1.1345,Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Synechococcales Incertae Sedis;Schizothrix LEGE 07164;,f_FamilyI,Schizothrix (Synechococcales),Cyanobacteria-other,
1913,OTU1913,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,NS10 marine group,FQ032815.3262.4778,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;NS10 marine group;,g_NS10 marine group,Cryomorphaceae (Bacteroidota),Cytophagales,
883,OTU883,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,NS10 marine group,HQ671808.1.1486,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;NS10 marine group;,g_NS10 marine group,Cryomorphaceae (Bacteroidota),Cytophagales,
1073,OTU1073,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,AACY020259437.2024.3522,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;,g_Owenweeksia,Cryomorphaceae (Bacteroidota),Cytophagales,
473,OTU473,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,EF572280.1.1488,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;,g_Owenweeksia,Cryomorphaceae (Bacteroidota),Cytophagales,
638,OTU638,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,EF645948.1.1485,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;,g_Owenweeksia,Cryomorphaceae (Bacteroidota),Cytophagales,
4327,OTU4327,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,EU236386.1.1368,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;,g_Owenweeksia,Cryomorphaceae (Bacteroidota),Cytophagales,
479,OTU479,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,FJ745176.1.1372,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;,g_Owenweeksia,Cryomorphaceae (Bacteroidota),Cytophagales,
1327,OTU1327,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,FJ825880.1.1478,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;,g_Owenweeksia,Cryomorphaceae (Bacteroidota),Cytophagales,
1927,OTU1927,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,FJ825947.1.1482,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;,g_Owenweeksia,Cryomorphaceae (Bacteroidota),Cytophagales,
970,OTU970,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,FQ032803.11245.12758,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;,g_Owenweeksia,Cryomorphaceae (Bacteroidota),Cytophagales,
2159,OTU2159,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,JN591877.1.1479,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;,g_Owenweeksia,Cryomorphaceae (Bacteroidota),Cytophagales,
2002,OTU2002,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Reichenbachiella,EU919792.1.1484,Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured;,g_Reichenbachiella,Cyclobacteriaceae (Bacteroidota),Cytophagales,
2245,OTU2245,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,AY258118.1.1416,Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Marinoscillum;,g_Marinoscillum,Marinoscillum (Bacteroidota),Cytophagales,
887,OTU887,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EF573011.1.1496,Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Marinoscillum;,g_Marinoscillum,Marinoscillum (Bacteroidota),Cytophagales,
497,OTU497,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EF573122.1.1485,Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Marinoscillum;,g_Marinoscillum,Marinoscillum (Bacteroidota),Cytophagales,
737,OTU737,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,FJ980777.1.1485,Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Marinoscillum;,g_Marinoscillum,Marinoscillum (Bacteroidota),Cytophagales,
1001,OTU1001,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,FQ032830.13921.15433,Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Marinoscillum;,g_Marinoscillum,Marinoscillum (Bacteroidota),Cytophagales,
1135,OTU1135,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,HQ671780.1.1479,Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Marinoscillum;,g_Marinoscillum,Marinoscillum (Bacteroidota),Cytophagales,
994,OTU994,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,JN233527.1.1440,Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Marinoscillum;,g_Marinoscillum,Marinoscillum (Bacteroidota),Cytophagales,
147,OTU147,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EF572384.1.1486,,g_Marinoscillum,Marinoscillum (Bacteroidota),Cytophagales,
336,OTU336,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EU802565.1.1482,,g_Marinoscillum,Marinoscillum (Bacteroidota),Cytophagales,
745,OTU745,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,FJ745057.1.1366,,g_Marinoscillum,Marinoscillum (Bacteroidota),Cytophagales,
534,OTU534,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EU802872.1.1478,,g_Marinoscillum,Marinoscillum (Bacteroidota),Cytophagales,
515,OTU515,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EF573194.1.1484,,g_Marinoscillum,Marinoscillum (Bacteroidota),Cytophagales,
305,OTU305,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,AACY020552977.734.2233,,g_Marinoscillum,Marinoscillum (Bacteroidota),Cytophagales,
1713,OTU1713,Bacteria,Proteobacteria,Deltaproteobacteria,Sh765B-TzT-29,,,HQ671966.1.1464,,o_Sh765B-TzT-29,Dadabacteriales,Dadabacteriales,
423,OTU423,Bacteria,Proteobacteria,Deltaproteobacteria,Sh765B-TzT-29,,,EF573230.1.1478,Bacteria;Dadabacteria;Dadabacteriia;Dadabacteriales;,o_Sh765B-TzT-29,Dadabacteriales,Dadabacteriales,
830,OTU830,Bacteria,Proteobacteria,Deltaproteobacteria,Sh765B-TzT-29,,,EF646119.1.1485,Bacteria;Dadabacteria;Dadabacteriia;Dadabacteriales;,o_Sh765B-TzT-29,Dadabacteriales,Dadabacteriales,
3716,OTU3716,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,AF418172.1.1547,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;,g_Desulfovibrio,Desulfovibrio,Desulfovibrio,
261,OTU261,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Marinicella,AACY020371335.89.1595,Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;uncultured;,g_Marinicella,Ectothiorhodospiraceae (Gammaproteobacteria),Ectothiorhodospiraceae (Gammaproteobacteria),
438,OTU438,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Marinicella,EF572504.1.1492,Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;uncultured;,g_Marinicella,Ectothiorhodospiraceae (Gammaproteobacteria),Ectothiorhodospiraceae (Gammaproteobacteria),
328,OTU328,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Marinicella,EU010164.1.1471,Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;uncultured;,g_Marinicella,Ectothiorhodospiraceae (Gammaproteobacteria),Ectothiorhodospiraceae (Gammaproteobacteria),
53,OTU53,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Marinicella,JQ347414.1.1492,Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;uncultured;,g_Marinicella,Ectothiorhodospiraceae (Gammaproteobacteria),Ectothiorhodospiraceae (Gammaproteobacteria),
2806,OTU2806,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,EU394574.1.1482,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aurantivirga;,g_Polaribacter,Aurantivirga (Flavobacteriaceae),Flavobacteriales,
5555,OTU5555,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Brumimicrobium,FN994947.1.1357,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Brumimicrobium;,g_Brumimicrobium,Brumimicrobium (Bacteroidota),Flavobacteriales,
3418,OTU3418,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,uncultured,GQ348085.1.1376,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavicella;,g_uncultured,Flavicella (Flavobacteriaceae),Flavobacteriales,
3167,OTU3167,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,uncultured,JX016104.1.1480,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavicella;,g_uncultured,Flavicella (Flavobacteriaceae),Flavobacteriales,
1253,OTU1253,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Sufflavibacter,EU880515.1.1503,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;,g_Sufflavibacter,Flavobacteriaceae,Flavobacteriales,
2234,OTU2234,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,uncultured,FO117592.36865.38380,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;uncultured;,g_uncultured,Flavobacteriaceae,Flavobacteriales,
1801,OTU1801,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,uncultured,FR685722.1.1484,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;uncultured;,g_uncultured,Flavobacteriaceae,Flavobacteriales,
